Enroll_Academic_Period,Institution_Name,Gender,Nationality,Total Students
2018-2019 : Fall,University of Wollongong in Dubai,Male,Non-National,259
2018-2019 : Spring,University of Wollongong in Dubai,Male,Non-National,133
2019-2020 : Fall,University of Wollongong in Dubai,Male,National,34
2019-2020 : Spring,University of Wollongong in Dubai,Male,National,23
2020-2021 : Fall,University of Wollongong in Dubai,Male,National,42
2020-2021 : Fall,University of Wollongong in Dubai,Male,Non-National,316
2020-2021 : Summer 1,University of Wollongong in Dubai,Male,National,6
2020-2021 : Summer 1,University of Wollongong in Dubai,Male,Non-National,54
2018-2019 : Fall,The British University in Dubai,Male,National,38
2018-2019 : Fall,The British University in Dubai,Male,Non-National,63
2018-2019 : Spring,The British University in Dubai,Male,Non-National,21
2020-2021 : Fall,The British University in Dubai,Male,National,36
2020-2021 : Fall,The British University in Dubai,Male,Non-National,48
2020-2021 : Spring,The British University in Dubai,Male,Non-National,16
2021-2022 : Fall,The British University in Dubai,Male,National,26
2021-2022 : Fall,The British University in Dubai,Male,Non-National,57
2022-2023 : Spring,The British University in Dubai,Male,National,11
2022-2023 : Spring,The British University in Dubai,Male,Non-National,9
2017-2018 : Spring,The College of Fashion and Design,Male,Non-National,1
2018-2019 : Fall,The College of Fashion and Design,Male,Non-National,2
2012-2013 : Fall,THE PETROLEUM INSTITUTE ,Male,National,224
2012-2013 : Spring,THE PETROLEUM INSTITUTE ,Male,National,12
2012-2013 : Spring,THE PETROLEUM INSTITUTE ,Male,Non-National,9
2013-2014 : Fall,THE PETROLEUM INSTITUTE ,Male,National,248
2013-2014 : Fall,THE PETROLEUM INSTITUTE ,Male,Non-National,78
2013-2014 : Spring,THE PETROLEUM INSTITUTE ,Male,National,15
2013-2014 : Spring,THE PETROLEUM INSTITUTE ,Male,Non-National,6
2014-2015 : Fall,THE PETROLEUM INSTITUTE ,Male,Non-National,110
2014-2015 : Spring,THE PETROLEUM INSTITUTE ,Male,National,9
2014-2015 : Spring,THE PETROLEUM INSTITUTE ,Male,Non-National,17
2015-2016 : Fall,THE PETROLEUM INSTITUTE ,Male,National,172
2015-2016 : Fall,THE PETROLEUM INSTITUTE ,Male,Non-National,68
2015-2016 : Spring,THE PETROLEUM INSTITUTE ,Male,Non-National,22
2016-2017 : Fall,THE PETROLEUM INSTITUTE ,Male,National,178
2016-2017 : Fall,THE PETROLEUM INSTITUTE ,Male,Non-National,65
2016-2017 : Spring,THE PETROLEUM INSTITUTE ,Male,Non-National,2
2013-2014 : Fall,United Arab Emirates University,Male,National,528
2014-2015 : Fall,United Arab Emirates University,Male,National,218
2014-2015 : Fall,United Arab Emirates University,Male,Non-National,127
2015-2016 : Fall,United Arab Emirates University,Male,Non-National,106
2016-2017 : Fall,United Arab Emirates University,Male,National,262
2016-2017 : Spring,United Arab Emirates University,Male,National,139
2017-2018 : Fall,United Arab Emirates University,Male,National,421
2017-2018 : Spring,United Arab Emirates University,Male,National,202
2017-2018 : Spring,United Arab Emirates University,Male,Non-National,74
2018-2019 : Fall,United Arab Emirates University,Male,National,510
2018-2019 : Spring,United Arab Emirates University,Male,National,216
2018-2019 : Summer 1,United Arab Emirates University,Male,National,2
2020-2021 : Fall,United Arab Emirates University,Male,Non-National,199
2020-2021 : Spring,United Arab Emirates University,Male,National,268
2020-2021 : Spring,United Arab Emirates University,Male,Non-National,76
2020-2021 Full year courses,United Arab Emirates University,Male,National,46
2021-2022 : Fall,United Arab Emirates University,Male,National,208
2021-2022 : Fall,United Arab Emirates University,Male,Non-National,178
2021-2022 : Spring,United Arab Emirates University,Male,Non-National,80
2022-2023 : Full year courses,United Arab Emirates University,Male,Non-National,7
2022-2023 : Spring,United Arab Emirates University,Male,Non-National,41
2018-2019 : Fall,University of Balamand Dubai,Male,Non-National,6
2020-2021 : Fall,University of Balamand Dubai,Male,Non-National,9
2020-2021 : Winter,University of Wollongong in Dubai,Male,National,11
2021-2022 : Fall,University of Wollongong in Dubai,Male,Non-National,346
2021-2022 : Spring,University of Wollongong in Dubai,Male,National,5
2022-2023 : Fall,University of Wollongong in Dubai,Male,National,17
2022-2023 : Winter,University of Wollongong in Dubai,Male,National,3
2022-2023 : Winter,University of Wollongong in Dubai,Male,Non-National,153
2012-2013 : Fall,University Saint-Joseph,Male,National,15
2013-2014 : Fall,University Saint-Joseph,Male,National,25
2014-2015 : Fall,University Saint-Joseph,Male,Non-National,1
2015-2016 : Fall,University Saint-Joseph,Male,National,3
2015-2016 : Spring,University Saint-Joseph,Male,Non-National,2
2017-2018 : Fall,University Saint-Joseph,Male,National,2
2018-2019 : Fall,University Saint-Joseph,Male,National,4
2018-2019 : Fall,University Saint-Joseph,Male,Non-National,6
2018-2019 : Spring,University Saint-Joseph,Male,National,2
2018-2019 : Spring,University Saint-Joseph,Male,Non-National,3
2019-2020 : Fall,University Saint-Joseph,Male,National,5
2019-2020 : Spring,University Saint-Joseph,Male,National,5
2020-2021 : Fall,University Saint-Joseph,Male,National,5
2021-2022 : Fall,University Saint-Joseph,Male,Non-National,7
2021-2022 : Spring,University Saint-Joseph,Male,Non-National,8
2022-2023 : Fall,University Saint-Joseph,Male,National,4
2022-2023 : Fall,University Saint-Joseph,Male,Non-National,3
2012-2013 : Fall,Zayed University,Male,National,556
2012-2013 : Fall,Zayed University,Male,Non-National,42
2012-2013 : Spring,Zayed University,Male,National,314
2012-2013 : Spring,Zayed University,Male,Non-National,44
2013-2014 : Spring,Zayed University,Male,National,225
2014-2015 : Spring,Zayed University,Male,National,105
2015-2016 : Fall,Zayed University,Male,National,143
2015-2016 : Spring,Zayed University,Male,National,43
2015-2016 : Spring,Zayed University,Male,Non-National,2
2016-2017 : Fall,Zayed University,Male,Non-National,39
2016-2017 : Spring,Zayed University,Male,Non-National,15
2018-2019 : Fall,Zayed University,Male,Non-National,3
2018-2019 : Spring,Zayed University,Male,Non-National,22
2019-2020 : Fall,Zayed University,Male,National,164
2019-2020 : Fall,Zayed University,Male,Non-National,17
2019-2020 : Spring,Zayed University,Male,National,243
2019-2020 : Spring,Zayed University,Male,Non-National,8
2020-2021 : Fall,Zayed University,Male,National,138
2021-2022 : Spring,Zayed University,Male,National,325
2021-2022 : Spring,Zayed University,Male,Non-National,3
2022-2023 : Fall,Zayed University,Male,National,81
2022-2023 : Fall,Zayed University,Male,Non-National,9
2022-2023 : Spring,Zayed University,Male,National,219
2021-2022 : Fall,Rochester Institute of Technology - Dubai,Unreported,Non-National,3
2012-2013 : Spring,University of Dubai,Male,National,4
2013-2014 : Fall,University of Dubai,Male,National,18
2013-2014 : Fall,University of Dubai,Male,Non-National,29
2013-2014 : Spring,University of Dubai,Male,National,11
2013-2014 : Spring,University of Dubai,Male,Non-National,15
2014-2015 : Fall,University of Dubai,Male,Non-National,50
2015-2016 : Fall,University of Dubai,Male,National,14
2015-2016 : Spring,University of Dubai,Male,Non-National,27
2016-2017 : Fall,University of Dubai,Male,National,33
2016-2017 : Fall,University of Dubai,Male,Non-National,26
2016-2017 : Spring,University of Dubai,Male,National,34
2016-2017 : Spring,University of Dubai,Male,Non-National,14
2017-2018 : Fall,University of Dubai,Male,National,99
2017-2018 : Fall,University of Dubai,Male,Non-National,31
2017-2018 : Spring,University of Dubai,Male,Non-National,11
2018-2019 : Fall,University of Dubai,Male,National,104
2018-2019 : Fall,University of Dubai,Male,Non-National,39
2018-2019 : Spring,University of Dubai,Male,Non-National,9
2020-2021 : Fall,University of Dubai,Male,National,53
2020-2021 : Fall,University of Dubai,Male,Non-National,17
2020-2021 : Spring,University of Dubai,Male,Non-National,6
2020-2021 : Summer 1,University of Dubai,Male,National,12
2020-2021 : Summer 1,University of Dubai,Male,Non-National,4
2021-2022 : Fall,University of Dubai,Male,National,44
2021-2022 : Fall,University of Dubai,Male,Non-National,24
2021-2022 : Summer 2,University of Dubai,Male,National,3
2021-2022 : Summer 2,University of Dubai,Male,Non-National,2
2022-2023 : Spring,University of Dubai,Male,National,63
2022-2023 : Spring,University of Dubai,Male,Non-National,14
2012-2013 : Spring,University of Fujairah,Male,National,20
2013-2014 : Fall,University of Fujairah,Male,National,73
2013-2014 : Fall,University of Fujairah,Male,Non-National,12
2013-2014 : Spring,University of Fujairah,Male,National,44
2013-2014 : Spring,University of Fujairah,Male,Non-National,4
2014-2015 : Fall,University of Fujairah,Male,National,40
2014-2015 : Fall,University of Fujairah,Male,Non-National,16
2014-2015 : Spring,University of Fujairah,Male,National,16
2014-2015 : Spring,University of Fujairah,Male,Non-National,6
2015-2016 : Fall,University of Fujairah,Male,National,19
2015-2016 : Fall,University of Fujairah,Male,Non-National,12
2015-2016 : Spring,University of Fujairah,Male,Non-National,5
2016-2017 : Fall,University of Fujairah,Male,National,17
2016-2017 : Fall,University of Fujairah,Male,Non-National,5
2016-2017 : Spring,University of Fujairah,Male,Non-National,3
2017-2018 : Fall,University of Fujairah,Male,National,45
2017-2018 : Fall,University of Fujairah,Male,Non-National,27
2018-2019 : Spring,University of Fujairah,Male,National,18
2018-2019 : Spring,University of Fujairah,Male,Non-National,2
2019-2020 : Fall,University of Fujairah,Male,National,28
2019-2020 : Fall,University of Fujairah,Male,Non-National,8
2019-2020 : Spring,University of Fujairah,Male,National,11
2019-2020 : Spring,University of Fujairah,Male,Non-National,3
2020-2021 : Fall,University of Fujairah,Male,National,32
2020-2021 : Fall,University of Fujairah,Male,Non-National,23
2020-2021 : Spring,University of Fujairah,Male,Non-National,2
2021-2022 : Fall,University of Fujairah,Male,Non-National,40
2021-2022 : Winter,University of Fujairah,Male,National,21
2021-2022 : Winter,University of Fujairah,Male,Non-National,14
2022-2023 : Fall,University of Fujairah,Male,National,37
2022-2023 : Winter,University of Fujairah,Male,National,26
2012-2013 : Fall,University of Jazeera,Male,Non-National,250
2013-2014 : Fall,University of Jazeera,Male,National,2226
2014-2015 : Fall,University of Jazeera,Male,National,2230
2014-2015 : Fall,University of Jazeera,Male,Non-National,212
2012-2013 : Fall,University of Modern Sciences,Male,Non-National,22
2013-2014 : Spring,University of Modern Sciences,Male,Non-National,7
2014-2015 : Fall,University of Modern Sciences,Male,National,569
2014-2015 : Spring,University of Modern Sciences,Male,Non-National,13
2015-2016 : Fall,University of Modern Sciences,Male,National,338
2015-2016 : Fall,University of Modern Sciences,Male,Non-National,23
2016-2017 : Fall,University of Modern Sciences,Male,Non-National,8
2017-2018 : Fall,University of Modern Sciences,Male,Non-National,19
2017-2018 : Spring,University of Modern Sciences,Male,National,71
2017-2018 : Spring,University of Modern Sciences,Male,Non-National,15
2020-2021 : Fall,University Of Science And Technology of Fujairah,Male,National,52
2020-2021 : Spring,University Of Science And Technology of Fujairah,Male,National,17
2020-2021 : Spring,University Of Science And Technology of Fujairah,Male,Non-National,5
2022-2023 : Fall,University Of Science And Technology of Fujairah,Male,National,28
2012-2013 : Fall,University of Sharjah,Male,National,474
2012-2013 : Fall,University of Sharjah,Male,Non-National,638
2012-2013 : Spring,University of Sharjah,Male,Non-National,216
2013-2014 : Spring,University of Sharjah,Male,National,105
2013-2014 : Spring,University of Sharjah,Male,Non-National,186
2014-2015 : Spring,University of Sharjah,Male,National,38
2014-2015 : Spring,University of Sharjah,Male,Non-National,202
2015-2016 : Fall,University of Sharjah,Male,National,304
2015-2016 : Fall,University of Sharjah,Male,Non-National,772
2015-2016 : Spring,University of Sharjah,Male,National,75
2015-2016 : Spring,University of Sharjah,Male,Non-National,133
2017-2018 : Spring,University of Sharjah,Male,National,110
2019-2020 : Fall,University of Sharjah,Male,National,600
2019-2020 : Fall,University of Sharjah,Male,Non-National,634
2019-2020 : Spring,University of Sharjah,Male,National,327
2019-2020 : Spring,University of Sharjah,Male,Non-National,138
2019-2020 : Summer 1,University of Sharjah,Male,National,2
2020-2021 : Fall,University of Sharjah,Male,National,558
2020-2021 : Fall,University of Sharjah,Male,Non-National,512
2020-2021 : Spring,University of Sharjah,Male,National,530
2021-2022 : Spring,University of Sharjah,Male,National,474
2021-2022 : Spring,University of Sharjah,Male,Non-National,101
2021-2022 : Summer 1,University of Sharjah,Male,National,1
2021-2022 : Summer 1,University of Sharjah,Male,Non-National,1
2022-2023 : Fall,University of Sharjah,Male,National,362
2022-2023 : Fall,University of Sharjah,Male,Non-National,552
2012-2013 : Fall,University of Strathclyde Business School- UAE,Male,National,2
2012-2013 : Fall,University of Strathclyde Business School- UAE,Male,Non-National,34
2012-2013 : Spring,University of Strathclyde Business School- UAE,Male,National,4
2012-2013 : Spring,University of Strathclyde Business School- UAE,Male,Non-National,44
2013-2014 : Fall,University of Strathclyde Business School- UAE,Male,Non-National,40
2013-2014 : Spring,University of Strathclyde Business School- UAE,Male,National,2
2015-2016 : Fall,University of Strathclyde Business School- UAE,Male,National,1
2016-2017 : Fall,University of Strathclyde Business School- UAE,Male,Non-National,17
2016-2017 : Spring,University of Strathclyde Business School- UAE,Male,Non-National,12
2017-2018 : Fall,University of Strathclyde Business School- UAE,Male,Non-National,14
2019-2020 : Fall,University of Strathclyde Business School- UAE,Male,National,2
2019-2020 : Fall,University of Strathclyde Business School- UAE,Male,Non-National,3
2021-2022 : Fall,University of Strathclyde Business School- UAE,Male,Non-National,10
2021-2022 : Spring,University of Strathclyde Business School- UAE,Male,National,1
2021-2022 : Spring,University of Strathclyde Business School- UAE,Male,Non-National,16
2022-2023 : Fall,University of Strathclyde Business School- UAE,Male,National,1
2022-2023 : Fall,University of Strathclyde Business School- UAE,Male,Non-National,4
2012-2013 : Fall,University of Wollongong in Dubai,Male,Non-National,421
