Academic Year _____,Education Type ___ _______ (AR),Education Type ___ _______ (EN), Region _______ _________ (AR), Region _______ _________ (EN),Cycle ______ (AR),Cycle ______ (EN),Grade ____ (AR),Grade ____ (EN),Gender _____ (AR),Gender _____ (EN),Emirati\Expat _____/____ (AR),Emirati\Expat _____/____ (EN),Pass Percentage ____ ______,Students Count ___ ______
2022-2023,_______ ________,Public,______,AL DHAFRA,____ _____,Cycle2,____ ______,Grade 5,___,Male,_______,Emirati,97.38%,229
2022-2023,_______ ________,Public,______,AL DHAFRA,____ _____,Cycle2,____ ______,Grade 5,___,Male,____,Resident,100.00%,145
2022-2023,_______ ________,Public,______,AL DHAFRA,____ _____,Cycle2,____ ______,Grade 7,____,Female,_______,Emirati,97.22%,216
2022-2023,_______ ________,Public,______,AL DHAFRA,____ _____,Cycle2,____ ______,Grade 7,____,Female,____,Resident,100.00%,135
2022-2023,_______ ________,Public,______,AL DHAFRA,____ _____,Cycle2,____ ______,Grade 7,___,Male,_______,Emirati,97.57%,206
2022-2023,_______ ________,Public,______,AL DHAFRA,____ _____,Cycle2,____ ______,Grade 7,___,Male,____,Resident,98.43%,127
2022-2023,_______ ________,Public,______,AL DHAFRA,____ _____,Cycle2,____ ______,Grade 6,____,Female,_______,Emirati,100.00%,248
2022-2023,_______ ________,Public,______,AL DHAFRA,____ _____,Cycle2,____ ______,Grade 6,____,Female,____,Resident,100.00%,165
2022-2023,_______ ________,Public,______,AL DHAFRA,____ _____,Cycle2,____ ______,Grade 6,___,Male,_______,Emirati,96.96%,230
2022-2023,_______ ________,Public,______,AL DHAFRA,____ _____,Cycle2,____ ______,Grade 6,___,Male,____,Resident,98.77%,162
2022-2023,_______ ________,Public,_____,AL AIN,____ ____,Cycle1,____ _____,Grade 1,____,Female,_______,Emirati,99.87%,1589
2022-2023,_______ ________,Public,_____,AL AIN,____ ____,Cycle1,____ _____,Grade 1,____,Female,____,Resident,100.00%,290
2022-2023,_______ ________,Public,_____,AL AIN,____ ____,Cycle1,____ _____,Grade 1,___,Male,_______,Emirati,99.93%,1426
2022-2023,_______ ________,Public,_____,AL AIN,____ ____,Cycle1,____ _____,Grade 1,___,Male,____,Resident,100.00%,292
2022-2023,_______ ________,Public,_____,AL AIN,____ ____,Cycle1,____ ______,Grade 3,____,Female,_______,Emirati,99.75%,1592
2022-2023,_______ ________,Public,_____,AL AIN,____ ____,Cycle1,____ ______,Grade 3,____,Female,____,Resident,100.00%,338
2022-2023,_______ ________,Public,_____,AL AIN,____ ____,Cycle1,____ ______,Grade 3,___,Male,_______,Emirati,99.93%,1534
2022-2023,_______ ________,Public,_____,AL AIN,____ ____,Cycle1,____ ______,Grade 3,___,Male,____,Resident,100.00%,349
2022-2023,_______ ________,Public,_____,AL AIN,____ ____,Cycle1,____ ______,Grade 2,____,Female,_______,Emirati,99.83%,1726
2022-2023,_______ ________,Public,_____,AL AIN,____ ____,Cycle1,____ ______,Grade 2,____,Female,____,Resident,99.67%,306
2022-2023,_______ ________,Public,_____,AL AIN,____ ____,Cycle1,____ ______,Grade 2,___,Male,_______,Emirati,100.00%,1482
2022-2023,_______ ________,Public,_____,AL AIN,____ ____,Cycle1,____ ______,Grade 2,___,Male,____,Resident,100.00%,284
2022-2023,_______ ________,Public,_____,AL AIN,____ ____,Cycle1,____ ______,Grade 4,____,Female,_______,Emirati,100.00%,1627
2022-2023,_______ ________,Public,_____,AL AIN,____ ____,Cycle1,____ ______,Grade 4,____,Female,____,Resident,99.46%,371
2022-2023,_______ ________,Public,_____,AL AIN,____ ____,Cycle1,____ ______,Grade 4,___,Male,_______,Emirati,100.00%,1591
2022-2023,_______ ________,Public,_____,AL AIN,____ ____,Cycle1,____ ______,Grade 4,___,Male,____,Resident,100.00%,344
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle3,____ ______,Grade 9,____,Female,_______,Emirati,81.12%,1642
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle3,____ ______,Grade 9,____,Female,____,Resident,84.76%,315
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle3,____ ______,Grade 9,___,Male,_______,Emirati,89.14%,1216
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle3,____ ______,Grade 9,___,Male,____,Resident,95.05%,283
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle3,____ ______ ___,Grade 12,____,Female,_______,Emirati,94.08%,1519
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle3,____ ______ ___,Grade 12,____,Female,____,Resident,93.49%,292
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle3,____ ______ ___,Grade 12,___,Male,_______,Emirati,99.49%,1368
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle3,____ ______ ___,Grade 12,___,Male,____,Resident,100.00%,313
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle3,____ ______ ___,Grade 11,____,Female,_______,Emirati,89.89%,1642
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle3,____ ______ ___,Grade 11,____,Female,____,Resident,93.02%,344
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle3,____ ______ ___,Grade 11,___,Male,_______,Emirati,96.90%,1518
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle3,____ ______ ___,Grade 11,___,Male,____,Resident,98.34%,302
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle3,____ ______,Grade 10,____,Female,_______,Emirati,83.98%,1860
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle3,____ ______,Grade 10,____,Female,____,Resident,92.68%,369
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle3,____ ______,Grade 10,___,Male,_______,Emirati,94.34%,1625
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle3,____ ______,Grade 10,___,Male,____,Resident,95.87%,315
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle2,____ ______,Grade 8,____,Female,_______,Emirati,97.32%,1641
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle2,____ ______,Grade 8,____,Female,____,Resident,97.19%,320
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle2,____ ______,Grade 8,___,Male,_______,Emirati,98.61%,1152
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle2,____ ______,Grade 8,___,Male,____,Resident,98.08%,260
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle2,____ ______,Grade 5,____,Female,_______,Emirati,93.64%,1353
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle2,____ ______,Grade 5,____,Female,____,Resident,95.18%,353
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle2,____ ______,Grade 5,___,Male,_______,Emirati,98.95%,1238
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle2,____ ______,Grade 5,___,Male,____,Resident,98.52%,338
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle2,____ ______,Grade 7,____,Female,_______,Emirati,93.92%,1447
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle2,____ ______,Grade 7,____,Female,____,Resident,96.47%,368
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle2,____ ______,Grade 7,___,Male,_______,Emirati,97.43%,1049
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle2,____ ______,Grade 7,___,Male,____,Resident,98.68%,304
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle2,____ ______,Grade 6,____,Female,_______,Emirati,94.92%,1733
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle2,____ ______,Grade 6,____,Female,____,Resident,97.35%,378
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle2,____ ______,Grade 6,___,Male,_______,Emirati,98.64%,1249
2022-2023,_______ ________,Public,_____,AL AIN,____ _____,Cycle2,____ ______,Grade 6,___,Male,____,Resident,99.35%,310
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ _____,Grade 1,____,Female,_______,Emirati,99.88%,867
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ _____,Grade 1,____,Female,____,Resident,100.00%,14
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ _____,Grade 1,___,Male,_______,Emirati,99.88%,866
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ _____,Grade 1,___,Male,____,Resident,100.00%,9
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 3,____,Female,_______,Emirati,100.00%,940
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 3,____,Female,____,Resident,100.00%,16
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 3,___,Male,_______,Emirati,100.00%,977
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 3,___,Male,____,Resident,100.00%,20
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 2,____,Female,_______,Emirati,100.00%,882
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 2,____,Female,____,Resident,100.00%,24
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 2,___,Male,_______,Emirati,100.00%,989
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 2,___,Male,____,Resident,100.00%,15
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 4,____,Female,_______,Emirati,100.00%,936
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 4,____,Female,____,Resident,100.00%,28
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 4,___,Male,_______,Emirati,100.00%,994
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 4,___,Male,____,Resident,100.00%,25
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______,Grade 9,____,Female,_______,Emirati,97.69%,995
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______,Grade 9,____,Female,____,Resident,100.00%,35
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______,Grade 9,___,Male,_______,Emirati,97.23%,793
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______,Grade 9,___,Male,____,Resident,95.00%,20
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______ ___,Grade 12,____,Female,_______,Emirati,99.78%,906
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______ ___,Grade 12,____,Female,____,Resident,100.00%,47
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______ ___,Grade 12,___,Male,_______,Emirati,99.85%,671
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______ ___,Grade 12,___,Male,____,Resident,100.00%,38
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______ ___,Grade 11,____,Female,_______,Emirati,98.69%,916
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______ ___,Grade 11,____,Female,____,Resident,100.00%,35
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______ ___,Grade 11,___,Male,_______,Emirati,97.70%,696
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______ ___,Grade 11,___,Male,____,Resident,97.14%,35
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______,Grade 10,____,Female,_______,Emirati,97.77%,943
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______,Grade 10,____,Female,____,Resident,100.00%,49
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______,Grade 10,___,Male,_______,Emirati,97.91%,717
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______,Grade 10,___,Male,____,Resident,97.06%,34
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 8,____,Female,_______,Emirati,100.00%,983
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 8,____,Female,____,Resident,100.00%,26
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 8,___,Male,_______,Emirati,99.88%,825
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 8,___,Male,____,Resident,100.00%,20
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 5,____,Female,_______,Emirati,100.00%,1041
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 5,____,Female,____,Resident,100.00%,37
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 5,___,Male,_______,Emirati,99.68%,945
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 5,___,Male,____,Resident,100.00%,27
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 7,____,Female,_______,Emirati,100.00%,915
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 7,____,Female,____,Resident,100.00%,27
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 7,___,Male,_______,Emirati,99.87%,787
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 7,___,Male,____,Resident,100.00%,26
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 6,____,Female,_______,Emirati,100.00%,1079
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 6,____,Female,____,Resident,100.00%,20
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 6,___,Male,_______,Emirati,99.78%,929
2022-2023,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 6,___,Male,____,Resident,100.00%,27
2022-2023,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ _____,Grade 1,____,Female,_______,Emirati,99.86%,1427
2022-2023,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ _____,Grade 1,____,Female,____,Resident,99.19%,247
2022-2023,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ _____,Grade 1,___,Male,_______,Emirati,99.93%,1380
2022-2023,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ _____,Grade 1,___,Male,____,Resident,100.00%,220
2022-2023,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 3,____,Female,_______,Emirati,100.00%,1492
2022-2023,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 3,____,Female,____,Resident,100.00%,442
2022-2023,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 3,___,Male,_______,Emirati,99.80%,1488
2022-2023,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 3,___,Male,____,Resident,99.57%,464
2022-2023,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 2,____,Female,_______,Emirati,99.86%,1480
2022-2023,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 2,____,Female,____,Resident,100.00%,376
2022-2023,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 2,___,Male,_______,Emirati,99.87%,1490
2022-2023,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 2,___,Male,____,Resident,99.74%,383
2022-2023,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 4,____,Female,_______,Emirati,100.00%,1518
2022-2023,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 4,____,Female,____,Resident,100.00%,530
2022-2023,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 4,___,Male,_______,Emirati,100.00%,1485
2022-2023,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 4,___,Male,____,Resident,100.00%,474
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 9,____,Female,_______,Emirati,90.30%,1743
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 9,____,Female,____,Resident,95.76%,472
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 9,___,Male,_______,Emirati,90.47%,1375
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 9,___,Male,____,Resident,96.60%,382
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 12,____,Female,_______,Emirati,96.49%,1937
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 12,____,Female,____,Resident,98.29%,409
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 12,___,Male,_______,Emirati,97.98%,1780
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 12,___,Male,____,Resident,99.09%,439
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 11,____,Female,_______,Emirati,92.92%,1949
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 11,____,Female,____,Resident,96.37%,413
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 11,___,Male,_______,Emirati,95.28%,1842
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 11,___,Male,____,Resident,97.76%,401
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 10,____,Female,_______,Emirati,89.42%,2060
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 10,____,Female,____,Resident,92.84%,517
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 10,___,Male,_______,Emirati,93.63%,1930
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 10,___,Male,____,Resident,96.72%,457
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 8,____,Female,_______,Emirati,96.42%,1703
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 8,____,Female,____,Resident,98.16%,435
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 8,___,Male,_______,Emirati,97.18%,1240
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 8,___,Male,____,Resident,97.82%,321
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 5,____,Female,_______,Emirati,98.88%,1431
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 5,____,Female,____,Resident,99.17%,484
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 5,___,Male,_______,Emirati,94.46%,1461
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 5,___,Male,____,Resident,97.13%,488
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 7,____,Female,_______,Emirati,95.81%,1385
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 7,____,Female,____,Resident,97.69%,432
2022-2023,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 7,___,Male,_______,Emirati,92.86%,1037
